"INST
CODE",INSTITUTE NAME,PLACE,DIST,COED,TYPE,"YEAR OF
ESTB",BRANCH NAME,,"OC
BOYS","OC
GIRLS","BC_A
BOYS","BC_A
GIRLS","BC_B
BOYS","BC_B
GIRLS","BC_C
BOYS","BC_C
GIRLS","BC_D
BOYS","BC_D
GIRLS","BC_E
BOYS","BC_E
GIRLS","SC
BOYS","SC
GIRLS","ST
BOYS","ST
GIRLS","EWS
GEN OU","EWS
GIRLS OU","TUITION
FEE",AFFILIATED
IITT,"INDUR INSTITUTE OF
ENGINEERING AND TECHNOLOGY",SIDDIPET,SDP,COED,PVT,2001,ECE,,94760,94760,94760,94760,110894,110894,94760,94760,94760,103712,94760,94760,94760,94760,94760,94760,94760,100045,52000,JNTUH
IITT,"INDUR INSTITUTE OF
ENGINEERING AND TECHNOLOGY",SIDDIPET,SDP,COED,PVT,2001,EEE,,70068,70068,70068,70068,70068,99142,70068,70068,70068,103546,107188,107188,119987,119987,70068,70068,70068,70068,52000,JNTUH
INDI,"SRI INDU INSTITUTE OF
ENGINEERING AND TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,2007,AID,,80969,80969,107560,114189,113087,114712,109632,109632,106105,106105,80969,82746,119777,119777,95033,95033,80969,80969,75000,JNTUH
INDI,"SRI INDU INSTITUTE OF
ENGINEERING AND TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,2007,CIV,,120846,120846,120846,120846,120846,120846,120846,120846,120846,120846,120846,120846,120846,120846,120846,120846,120846,120846,75000,JNTUH
INDI,"SRI INDU INSTITUTE OF
ENGINEERING AND TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,2007,CSC,,38024,55872,89746,95649,88003,114038,38024,55872,91600,107292,94082,104719,118342,118342,54857,84890,54297,71627,75000,JNTUH
INDI,"SRI INDU INSTITUTE OF
ENGINEERING AND TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,2007,CSE,,38213,39793,79324,79324,67832,73406,38213,46964,61493,66565,82831,111017,90921,114869,82718,117876,53411,53411,75000,JNTUH
INDI,"SRI INDU INSTITUTE OF
ENGINEERING AND TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,2007,CSM,,43586,43586,85211,85211,78421,112610,43586,43586,85534,109335,81578,81578,117505,118955,85004,85004,46908,62415,75000,JNTUH
INDI,"SRI INDU INSTITUTE OF
ENGINEERING AND TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,2007,CSO,,76879,76879,91375,91602,104997,104997,76879,76879,87272,87272,76879,76879,119000,119000,78585,87690,76879,89719,75000,JNTUH
INDI,"SRI INDU INSTITUTE OF
ENGINEERING AND TECHNOLOGY",IBRAHIMPATAN,RR,COED,PVT,2007,ECE,,121094,121094,121094,121094,121094,121094,121094,121094,121094,121094,121094,121094,121094,121094,121094,121094,121094,121094,75000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,AID,,40063,40063,100919,100919,75480,92882,40063,94542,62779,98317,93912,93912,101912,117960,73967,91119,68268,68268,93000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CIV,,44568,70643,86866,86866,90705,90705,44568,70643,87627,87627,44568,70643,119157,119157,94259,94259,44568,70643,93000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSC,,118283,118283,118283,118283,118283,118283,118283,118283,118283,118283,118283,118283,118283,118283,118283,118283,118283,118283,93000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSD,,31651,33812,80582,90098,54942,55297,31651,33812,56784,56784,76104,113728,116379,117412,57934,57934,35183,35183,93000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSE,,24584,24584,58518,63655,43004,43180,71524,71524,38347,42465,56628,73600,71023,77699,47305,63903,34239,34239,93000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSI,,31612,37285,97620,97620,68735,68735,31612,37285,65767,91908,110429,110429,120458,120458,78897,90500,47190,54001,93000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSM,,26759,26759,71034,88874,43360,44562,108463,108463,47440,54974,98231,98231,117019,118812,67932,88969,34224,34224,93000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSO,,53168,54525,87517,87517,70230,101162,53168,54525,69561,114985,69558,69558,115680,115680,117564,117564,53445,57407,93000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,ECE,,51817,53959,111106,112193,87430,98092,91396,91396,102274,105796,103213,105150,121225,121225,94867,94867,69935,75651,93000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,EEE,,32222,32222,32222,112217,107669,107669,32222,32222,110862,110862,32222,32222,119085,119085,64339,112479,94655,94655,93000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,INF,,34082,34082,54657,79872,52026,67782,40176,40176,58069,74378,73428,78207,94981,114144,66940,82361,41242,41242,93000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,MEC,,120614,120614,120614,120614,120614,120614,120614,120614,120614,120614,120614,120614,120614,120614,120614,120614,120614,120614,93000,JNTUH
JANG,"JANGOAN INSTITUTE OF
PHARMACEUTICAL SCIS",JANGAON,JGN,COED,PVT,2003,PHM,,103387,103387,103387,103387,103387,103387,103387,103387,103387,103387,103387,103387,103387,103387,103387,103387,103387,103387,55000,KU
JAYA,"JAYAMUKHI INSTITUTE OF
TECHNOLOGY AND SCIS",NARSAMPET,WGL,COED,PVT,2001,CIV,,66115,66115,66115,66115,66115,66115,66115,66115,66115,66115,66115,66115,66115,66115,66115,66115,66115,66115,55000,JNTUH
JAYA,"JAYAMUKHI INSTITUTE OF
TECHNOLOGY AND SCIS",NARSAMPET,WGL,COED,PVT,2001,CSE,,60658,60658,112481,112731,112164,112164,99551,99551,99654,113325,112423,112423,120910,120928,120055,120055,114129,114129,55000,JNTUH
JAYA,"JAYAMUKHI INSTITUTE OF
TECHNOLOGY AND SCIS",NARSAMPET,WGL,COED,PVT,2001,CSM,,36451,85537,97946,97946,101777,105641,36451,85537,84909,85799,104919,104919,91447,91447,95250,95250,36451,85537,55000,JNTUH
JAYA,"JAYAMUKHI INSTITUTE OF
TECHNOLOGY AND SCIS",NARSAMPET,WGL,COED,PVT,2001,ECE,,120390,120390,120390,120390,120390,120390,120390,120390,120390,120390,120390,120390,120390,120390,120390,120390,120390,120390,55000,JNTUH
JAYA,"JAYAMUKHI INSTITUTE OF
TECHNOLOGY AND SCIS",NARSAMPET,WGL,COED,PVT,2001,MEC,,111526,111526,111526,111526,111526,111526,111526,111526,111526,111526,111526,111526,111526,111526,111526,111526,111526,111526,55000,JNTUH
JBIT,"J B INSTITUTE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",YENKAPALLY,RR,COED,PVT,1998,AID,,39272,44863,101305,101305,79619,79619,39272,44863,62165,96218,39272,59411,117269,117269,107071,107071,48190,55061,96000,JNTUH
JBIT,"J B INSTITUTE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",YENKAPALLY,RR,COED,PVT,1998,AIM,,38921,47877,92560,110616,92431,94783,75961,75961,73981,101134,61562,61562,121144,121144,116094,116265,59487,71580,96000,JNTUH
JBIT,"J B INSTITUTE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",YENKAPALLY,RR,COED,PVT,1998,CIV,,120595,120595,120595,120595,120595,120595,120595,120595,120595,120595,120595,120595,120595,120595,120595,120595,120595,120595,96000,JNTUH
JBIT,"J B INSTITUTE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",YENKAPALLY,RR,COED,PVT,1998,CSE,,18755,18755,47776,56098,38218,38218,18755,18755,31738,31738,41230,112219,60814,60814,46813,46813,25695,25695,96000,JNTUH
JBIT,"J B INSTITUTE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",YENKAPALLY,RR,COED,PVT,1998,ECE,,42136,42136,109650,111895,99353,101677,42136,98599,83788,83788,106190,106510,118226,119957,83663,84477,51454,81686,96000,JNTUH
JBIT,"J B INSTITUTE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",YENKAPALLY,RR,COED,PVT,1998,ECM,,65094,87736,89208,89208,87894,87894,65094,87736,107223,107223,86473,87736,119322,119322,119765,119765,65094,87736,96000,JNTUH
JBIT,"J B INSTITUTE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",YENKAPALLY,RR,COED,PVT,1998,EEE,,120297,120297,120297,120297,120297,120297,120297,120297,120297,120297,120297,120297,120297,120297,120297,120297,120297,120297,96000,JNTUH
JBIT,"J B INSTITUTE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",YENKAPALLY,RR,COED,PVT,1998,INF,,26124,28632,50568,50568,45709,49680,26124,28632,50223,63765,54952,106932,90728,90728,71025,71025,35499,38620,96000,JNTUH
JBIT,"J B INSTITUTE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",YENKAPALLY,RR,COED,PVT,1998,MEC,,120292,120292,120292,120292,120292,120292,120292,120292,120292,120292,120292,120292,120292,120292,120292,120292,120292,120292,96000,JNTUH
JBIT,"J B INSTITUTE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",YENKAPALLY,RR,COED,PVT,1998,MIN,,52509,52509,52509,52509,52509,52509,52509,52509,52509,52509,52509,52509,80394,80394,118387,118387,52509,52509,96000,JNTUH
JMTS,"JYOTHISHMATHI INSTITUTE OF
TECHNOLOGY AND SCI",KARIMNAGAR,KRM,COED,PVT,1997,CIV,,44175,44175,115194,115194,44175,44175,44175,44175,112837,112837,44175,44175,44175,44175,44175,44175,44175,44175,65000,JNTUH
JMTS,"JYOTHISHMATHI INSTITUTE OF
TECHNOLOGY AND SCI",KARIMNAGAR,KRM,COED,PVT,1997,CSE,,40375,43393,56296,106845,64458,64458,61994,61994,61603,61603,55307,55307,121352,121352,119259,119259,71816,71816,65000,JNTUH
JMTS,"JYOTHISHMATHI INSTITUTE OF
TECHNOLOGY AND SCI",KARIMNAGAR,KRM,COED,PVT,1997,CSM,,78003,78003,111778,112816,110540,110540,98952,98952,102806,102806,93950,101004,112301,117729,109113,109113,79706,109743,65000,JNTUH
JMTS,"JYOTHISHMATHI INSTITUTE OF
TECHNOLOGY AND SCI",KARIMNAGAR,KRM,COED,PVT,1997,ECE,,81266,91101,109170,109170,114106,114106,108666,108666,101854,110983,81266,91101,81266,95734,98687,98687,110133,110133,65000,JNTUH
JMTS,"JYOTHISHMATHI INSTITUTE OF
TECHNOLOGY AND SCI",KARIMNAGAR,KRM,COED,PVT,1997,EEE,,110390,110390,110390,110390,110390,110390,110390,110390,110390,110390,110390,110390,110390,110390,110390,110390,110390,110390,65000,JNTUH
JMTS,"JYOTHISHMATHI INSTITUTE OF
TECHNOLOGY AND SCI",KARIMNAGAR,KRM,COED,PVT,1997,MEC,,61128,61128,61128,61128,61128,61128,61128,61128,61128,61128,61128,61128,61128,61128,61128,61128,61128,61128,65000,JNTUH
JNKR,"JNTU COLLEGE OF ENGINEERING
JAGITIAL",JAGITIAL,JTL,COED,UNIV,2007,CSE,,10225,10225,10453,10453,11939,12516,10225,94487,11112,11112,13662,15056,14944,14944,19904,19904,10295,12508,35000,JNTUH
JNKR,"JNTU COLLEGE OF ENGINEERING
JAGITIAL",JAGITIAL,JTL,COED,UNIV,2007,ECE,,12175,12175,20830,22863,15798,19887,12175,12175,17897,17897,45168,92947,31191,32845,19007,19007,33037,33037,35000,JNTUH
JNKR,"JNTU COLLEGE OF ENGINEERING
JAGITIAL",JAGITIAL,JTL,COED,UNIV,2007,EEE,,17376,17376,22550,55752,20115,30285,54589,54589,26250,26250,49282,49282,50186,50186,33293,39998,44130,44130,35000,JNTUH
JNKR,"JNTU COLLEGE OF ENGINEERING
JAGITIAL",JAGITIAL,JTL,COED,UNIV,2007,INF,,13544,14664,17726,17726,16172,16685,13544,14664,17635,17635,42411,42411,28931,28931,24959,24959,14793,14793,35000,JNTUH
JNKR,"JNTU COLLEGE OF ENGINEERING
JAGITIAL",JAGITIAL,JTL,COED,UNIV,2007,MEC,,22463,51278,56177,104406,49638,51278,31398,51278,57919,61755,22463,84746,116016,119258,63168,75432,74796,107772,35000,JNTUH
JNPASF,"JNAFAU SCHOOL OF PLANNING
AND ARCH - SELF FINANCE",MASABTANK,HYD,COED,SF,2008,DTD,,23718,23793,23718,68826,107874,107874,23718,23793,57503,57503,104395,104395,48039,117745,117107,117107,59603,60776,50000,"CONSTITUENT
COLLEGE"
JNPASF,"JNAFAU SCHOOL OF PLANNING
AND ARCH - SELF FINANCE",MASABTANK,HYD,COED,SF,2008,FSP,,61009,61009,79668,79668,109718,109718,61009,61009,61009,61009,61009,61009,61009,61009,61009,61009,61009,61009,50000,"CONSTITUENT
COLLEGE"
JNPASF,"JNAFAU SCHOOL OF PLANNING
AND ARCH - SELF FINANCE",MASABTANK,HYD,COED,SF,2008,PLG,,31869,43668,86762,86762,64187,64187,31869,43668,31869,43668,31869,43668,109647,109647,98821,98821,31869,53427,50000,"CONSTITUENT
COLLEGE"
JNTH,"JNTU COLLEGE OF ENGG
HYDERABAD",HYDERABAD,MDL,COED,UNIV,1965,CHE,,12196,12196,58628,58628,41844,41844,33719,33719,32656,54301,34590,69569,32887,50007,44064,65308,36607,37685,35000,JNTUH
JNTH,"JNTU COLLEGE OF ENGG
HYDERABAD",HYDERABAD,MDL,COED,UNIV,1965,CIV,,8880,11030,19931,27058,16630,16630,8880,11030,12018,19585,17035,84431,21359,21359,18689,19556,10976,15004,35000,JNTUH
JNTH,"JNTU COLLEGE OF ENGG
HYDERABAD",HYDERABAD,MDL,COED,UNIV,1965,CSE,,870,870,1337,1337,1207,1207,870,2278,1023,1331,1026,1026,3870,5400,6531,8743,959,1407,35000,JNTUH
JNTH,"JNTU COLLEGE OF ENGG
HYDERABAD",HYDERABAD,MDL,COED,UNIV,1965,ECE,,1702,2161,2046,5530,2548,2628,1702,2161,2581,2901,9905,9905,7833,9172,9286,9916,2159,2525,35000,JNTUH
JNTH,"JNTU COLLEGE OF ENGG
HYDERABAD",HYDERABAD,MDL,COED,UNIV,1965,EEE,,3611,5101,4926,5845,6074,9126,6280,6280,4319,10912,16174,16174,9655,11049,12720,12720,8160,8160,35000,JNTUH
JNTH,"JNTU COLLEGE OF ENGG
HYDERABAD",HYDERABAD,MDL,COED,UNIV,1965,MEC,,6447,12263,13805,31412,15583,16757,6447,12263,7315,12263,10496,12263,19341,29051,22628,22628,10012,13568,35000,JNTUH
JNTH,"JNTU COLLEGE OF ENGG
HYDERABAD",HYDERABAD,MDL,COED,UNIV,1965,MET,,19378,19378,51604,102073,27604,38385,19378,19378,39296,84608,65928,65928,44248,44248,36556,40941,45264,71237,35000,JNTUH
JNTHMT,"JNTUH-5 YEAR INTEGRATED
MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,CIV,,9711,9773,49670,49670,30737,30737,9711,9773,33860,55991,61342,61342,36527,46797,30708,30708,30086,30086,70000,JNTUH
JNTHMT,"JNTUH-5 YEAR INTEGRATED
MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,CSE,,2373,2373,7693,7693,4329,4329,7256,7256,2373,4984,3713,3713,10252,12629,8579,8579,3490,3490,70000,JNTUH
JNTHMT,"JNTUH-5 YEAR INTEGRATED
MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,ECE,,4612,4612,14234,14234,9384,9384,4612,4612,6817,8529,23131,24695,12230,20372,12931,12931,10795,10881,70000,JNTUH
JNTHMT,"JNTUH-5 YEAR INTEGRATED
MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,EEE,,11918,11918,11918,58112,15063,17607,11918,11918,18721,24936,44032,44032,41070,43548,11918,20517,19773,26326,70000,JNTUH
JNTHMT,"JNTUH-5 YEAR INTEGRATED
MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,MMS,,14488,21154,50395,63497,26581,83786,23919,23919,31205,31205,51581,51581,71483,95979,34790,34790,24682,63333,70000,JNTUH
JNTHMT,"JNTUH-5 YEAR INTEGRATED
MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,MTE,,17617,23895,63977,63977,96528,96528,17617,28746,24932,63867,17617,23895,72887,72887,66409,66409,17617,51425,70000,JNTUH
JNTM,"JNTUH COLLEGE OF ENGG
MANTHANI",MANTHANI,PDL,COED,UNIV,2010,CIV,,24317,24317,85397,85397,58172,64963,24317,24317,65754,93123,85134,85134,116125,116125,38928,66032,24317,24317,35000,JNTUH
JNTM,"JNTUH COLLEGE OF ENGG
MANTHANI",MANTHANI,PDL,COED,UNIV,2010,CSE,,11942,11942,21550,21550,19278,21714,113369,113369,14676,19011,21352,68355,29603,29603,23270,23270,20146,20146,35000,JNTUH
JNTM,"JNTUH COLLEGE OF ENGG
MANTHANI",MANTHANI,PDL,COED,UNIV,2010,CSM,,9748,14200,32516,32516,23450,23450,9748,23776,22457,31236,44600,105726,40059,44466,29024,30335,23897,24956,35000,JNTUH
JNTM,"JNTUH COLLEGE OF ENGG
MANTHANI",MANTHANI,PDL,COED,UNIV,2010,EEE,,20231,22136,53615,99727,48199,52930,20231,83173,45097,69773,74478,76872,65326,69170,29406,64849,29741,33246,35000,JNTUH
JNTM,"JNTUH COLLEGE OF ENGG
MANTHANI",MANTHANI,PDL,COED,UNIV,2010,MEC,,120180,120180,120180,120180,120180,120180,120180,120180,120180,120180,120180,120180,120180,120180,120180,120180,120180,120180,35000,JNTUH
JNTM,"JNTUH COLLEGE OF ENGG
MANTHANI",MANTHANI,PDL,COED,UNIV,2010,MIN,,27998,99213,69398,99213,74261,99213,27998,99213,107054,113499,86481,99213,110696,118446,66992,118276,46975,99213,35000,JNTUH
JNTR,"JNTU COLLEGE OF ENGINEERING
RAJANNA SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,GOV,2021,CIV,,30810,30810,69108,100059,89021,89021,30810,30810,104432,104432,88410,88410,92460,117749,104548,111226,30810,30810,35000,JNTUH
JNTR,"JNTU COLLEGE OF ENGINEERING
RAJANNA SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,GOV,2021,CSE,,23681,24270,39094,42271,23681,24374,23681,24270,24023,30916,47950,58206,36807,50165,55490,76153,35479,35479,35000,JNTUH
JNTR,"JNTU COLLEGE OF ENGINEERING
RAJANNA SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,GOV,2021,ECE,,27647,27647,99776,99776,42288,48665,27647,109579,38797,38797,43119,72514,79244,116022,61740,111555,68538,68538,35000,JNTUH
JNTR,"JNTU COLLEGE OF ENGINEERING
RAJANNA SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,GOV,2021,EEE,,65123,65123,96944,96944,94246,94592,77074,77074,65123,86680,65123,99460,111922,119159,67610,118193,65123,104629,35000,JNTUH
JNTR,"JNTU COLLEGE OF ENGINEERING
RAJANNA SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,GOV,2021,MEC,,116583,116583,116583,116583,116583,116583,116583,116583,116583,116583,116583,116583,116583,116583,116583,116583,116583,116583,35000,JNTUH
JNTR,"JNTU COLLEGE OF ENGINEERING
RAJANNA SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,GOV,2021,TEX,,119990,119990,119990,119990,119990,119990,119990,119990,119990,119990,119990,119990,119990,119990,119990,119990,119990,119990,35000,JNTUH
JNTS,"J N T U COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,CIV,,20085,24537,41902,45517,26172,26172,38125,38125,31957,105703,92168,92168,46533,68900,51616,51616,70252,70252,35000,JNTUH
JNTS,"J N T U COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,CSE,,7309,7336,13276,13660,12409,12409,7309,7336,10470,11892,16668,34924,16697,16697,20080,20439,10489,12528,35000,JNTUH
JNTS,"J N T U COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,ECE,,8678,11923,18523,25934,18089,18089,8678,16588,15130,15130,28555,89924,28947,28947,26707,26707,19333,19333,35000,JNTUH
JNTS,"J N T U COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,MEC,,19296,30211,77169,77169,39103,81510,21942,74621,33505,33505,65343,65343,113237,113237,53994,59688,73254,77457,35000,JNTUH
JNTS,"J N T U COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,PHM,,120891,120891,120891,120891,120891,120891,120891,120891,120891,120891,120891,120891,120891,120891,120891,120891,120891,120891,31000,JNTUH
JOGI,"JOGINPALLY B R ENGINEERING
COLLEGE",YENKAPALLY,RR,COED,PVT,2002,CSE,,41596,43556,111789,113134,107319,108808,41596,110723,89420,104513,111074,111074,120188,120188,88335,116297,112404,112404,87000,JNTUH
JOGI,"JOGINPALLY B R ENGINEERING
COLLEGE",YENKAPALLY,RR,COED,PVT,2002,CSM,,72635,72635,106164,106164,77805,77805,72635,72635,106481,106481,72635,100927,101603,101603,120282,120282,78043,78043,87000,JNTUH
JOGI,"JOGINPALLY B R ENGINEERING
COLLEGE",YENKAPALLY,RR,COED,PVT,2002,ECE,,111109,111109,111109,111109,111109,111109,111109,111109,111109,111109,111109,111109,111109,111109,111109,111109,111109,111109,87000,JNTUH
JOGI,"JOGINPALLY B R ENGINEERING
COLLEGE",YENKAPALLY,RR,COED,PVT,2002,INF,,85213,85213,85213,93683,85213,85213,85213,85213,85213,85213,85979,98207,113709,115818,115068,115068,85213,85213,87000,JNTUH
JPNE,"JAYA PRAKASH NARAYAN
COLLEGE OF ENGINEERING",MAHABUBNAGAR,MBN,COED,PVT,1997,CIV,,105291,105291,105291,105291,105291,105291,105291,105291,105291,105291,105291,105291,105291,105291,118425,118425,105291,105291,69000,JNTUH
JPNE,"JAYA PRAKASH NARAYAN
COLLEGE OF ENGINEERING",MAHABUBNAGAR,MBN,COED,PVT,1997,CSE,,50383,50383,106997,106997,101872,113154,50383,52460,105546,114506,66816,77979,117544,117544,117408,117408,112265,112265,69000,JNTUH
JPNE,"JAYA PRAKASH NARAYAN
COLLEGE OF ENGINEERING",MAHABUBNAGAR,MBN,COED,PVT,1997,ECE,,62963,62963,62963,113905,87163,103426,62963,62963,89561,100012,99753,99753,113407,113407,62963,62963,62963,90526,69000,JNTUH
JPNE,"JAYA PRAKASH NARAYAN
COLLEGE OF ENGINEERING",MAHABUBNAGAR,MBN,COED,PVT,1997,EEE,,34284,58526,34284,58526,34284,58526,34284,58526,53472,58526,34284,58526,119726,119726,34284,58526,34284,58526,69000,JNTUH
JPNE,"JAYA PRAKASH NARAYAN
COLLEGE OF ENGINEERING",MAHABUBNAGAR,MBN,COED,PVT,1997,MEC,,96161,96161,96161,96161,96161,96161,96161,96161,96161,96161,96161,96161,96161,96161,96161,96161,96161,96161,69000,JNTUH
KCEA,"KSHATRIYA COLLEGE OF
ENGINEERING",ARMOOR,NZB,COED,PVT,2001,CIV,,104688,104688,113792,113792,104688,104688,104688,104688,104688,104688,104688,104688,104688,104688,104688,115931,104688,104688,55000,JNTUH
KCEA,"KSHATRIYA COLLEGE OF
ENGINEERING",ARMOOR,NZB,COED,PVT,2001,CSE,,59077,59077,97585,110423,108619,108619,59077,59077,111489,111914,81051,87846,116018,119923,112570,112570,107966,107966,55000,JNTUH
KCEA,"KSHATRIYA COLLEGE OF
ENGINEERING",ARMOOR,NZB,COED,PVT,2001,ECE,,79565,79565,79565,79565,79565,79565,79565,79565,79565,79565,79565,79565,79565,79565,79565,79565,79565,79565,55000,JNTUH
KCEA,"KSHATRIYA COLLEGE OF
ENGINEERING",ARMOOR,NZB,COED,PVT,2001,MEC,,98253,98253,98253,98253,98253,98253,98253,98253,98253,98253,98253,98253,98253,98253,98253,98253,98253,98253,55000,JNTUH
KDDW,"KODADA INST OF TECHNOLOGY
AND SCIENCE FOR WOMEN",KODADA,SRP,GIRLS,PVT,2008,CIV,,NA,54420,NA,115795,NA,117354,NA,117451,NA,117734,NA,114577,NA,112898,NA,111923,NA,54420,70000,JNTUH
KDDW,"KODADA INST OF TECHNOLOGY
AND SCIENCE FOR WOMEN",KODADA,SRP,GIRLS,PVT,2008,CSE,,NA,38941,NA,55938,NA,45155,NA,38941,NA,51397,NA,49298,NA,57418,NA,47374,NA,74278,70000,JNTUH
KDDW,"KODADA INST OF TECHNOLOGY
AND SCIENCE FOR WOMEN",KODADA,SRP,GIRLS,PVT,2008,ECE,,NA,54950,NA,98963,NA,75379,NA,59997,NA,67769,NA,90823,NA,76111,NA,77430,NA,102843,70000,JNTUH
KDDW,"KODADA INST OF TECHNOLOGY
AND SCIENCE FOR WOMEN",KODADA,SRP,GIRLS,PVT,2008,EEE,,NA,35812,NA,106303,NA,114117,NA,35812,NA,91515,NA,106956,NA,103002,NA,108824,NA,35812,70000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CIV,,116162,116162,116162,116162,116162,116162,116162,116162,116162,116162,116162,116162,116162,116162,116162,116162,116162,116162,78000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CSD,,41302,41302,83591,113169,91421,93677,113987,113987,78825,78825,98641,98641,104238,118473,91243,91243,71010,72199,78000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CSE,,33856,42612,81915,81915,58745,85456,111844,111844,56581,68249,65942,83634,113613,115748,94260,104499,52659,57093,78000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CSM,,35188,51918,97163,101044,66265,66265,35188,51918,80467,80467,100467,114728,117961,120214,80004,93223,69807,69807,78000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,ECE,,76254,76254,109058,109058,76254,109572,76254,76254,92319,106087,113329,113329,115777,118178,120322,120322,77201,80730,78000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND
TECHNOLOGY (AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,MEC,,54892,54892,54892,54892,54892,54892,54892,108332,54892,54892,54892,54892,118491,118491,54892,54892,54892,54892,78000,JNTUH
